Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
200	-1705.39	-1702.59	-2.79848	3.88899	1.4915	2.02285	0.847005	2.88722	2.02285	2.02285	0.00800882	2.88722	1.4915	0.0997514	1.12139	4.89729	0.055631	0.847005	1.4915	0.847005	2.88722	0.847005	0.239716	0.341882	0.341882	2.88722	0.341882	0.341882	1.4915	4.89729	1.4915	2.88722	2.88722	0.636408	2.88722	1.4915	2.02285	1.4915	0.0997514	1.12139	1.4915	2.88722	0.00800882	1.12139	2.02285	4.89729	0.341882	2.02285	2.02285	2.02285	2.88722	1.12139	2.88722	2.88722	4.89729	2.02285	0.847005	4.89729	0.636408	2.88722	1.4915	2.02285	0.636408	4.89729	2.88722	2.88722	0.847005	4.89729	1.4915	1.4915	0.636408	1.12139	2.88722	0.160207	0.847005	2.88722	1.4915	0.055631	0.325146	0.325146	0.302319	0.573994	0.325146	1	1	0.929793	1.76534	0.448158	0.771281	1.0844	1.69616	0.440454	0.000659695	0.00800882	0.0256798	0.055631	0.0997514	0.160207	0.239716	0.341882	0.471703	0.636408	0.847005	1.12139	1.4915	2.02285	2.88722	4.89729
210	-1704.71	-1702.19	-2.52274	3.88899	1.53126	1.25476	2.48201	1.90598	1.53126	2.48201	0.126837	2.48201	1.25476	0.46274	1.03671	2.48201	0.195989	1.03671	1.53126	1.25476	2.48201	0.857592	0.46274	0.576244	0.576244	3.73934	0.576244	0.46274	1.53126	3.73934	1.53126	2.48201	2.48201	0.857592	2.48201	1.25476	3.73934	1.25476	0.126837	3.73934	2.48201	1.90598	0.195989	1.25476	1.90598	3.73934	0.46274	2.48201	1.53126	3.73934	3.73934	1.03671	1.90598	2.48201	3.73934	1.53126	0.857592	2.48201	1.03671	2.48201	1.53126	2.48201	0.857592	2.48201	2.48201	3.73934	0.857592	1.90598	1.25476	1.90598	1.25476	0.857592	3.73934	0.126837	1.03671	2.48201	1.25476	1.03671	0.295653	0.295653	0.448864	0.265565	0.295653	1	1	1.51821	0.898231	0.448158	0.771281	1.0844	1.69616	0.831675	0.0174375	0.06681	0.126837	0.195989	0.274375	0.362818	0.46274	0.576244	0.706373	0.857592	1.03671	1.25476	1.53126	1.90598	2.48201	3.73934
220	-1715.28	-1710.95	-4.32679	3.88899	0.314354	3.18712	0.314354	1.92765	1.92765	1.92765	9.09182e-05	1.22726	0.790294	0.0568276	0.790294	3.18712	9.09182e-05	0.790294	1.92765	0.790294	3.18712	0.314354	0.107404	0.188695	0.188695	1.92765	0.107404	0.00373142	3.18712	6.42579	3.18712	3.18712	3.18712	3.18712	6.42579	0.314354	1.92765	1.92765	7.36731e-07	6.42579	6.42579	1.92765	0.000853352	0.790294	1.92765	3.18712	0.0112431	3.18712	1.92765	3.18712	1.92765	0.188695	1.22726	6.42579	1.22726	1.92765	0.504378	6.42579	1.92765	6.42579	0.504378	3.18712	6.42579	1.92765	6.42579	3.18712	0.314354	6.42579	0.790294	1.92765	3.18712	0.504378	3.18712	7.36731e-07	1.92765	3.18712	3.18712	1.92765	0.399891	0.399891	0.421677	0.936287	0.399891	1	1	1.05448	2.34136	0.448158	0.771281	1.0844	1.69616	0.228142	7.36731e-07	9.09182e-05	0.000853352	0.00373142	0.0112431	0.0271749	0.0568276	0.107404	0.188695	0.314354	0.504378	0.790294	1.22726	1.92765	3.18712	6.42579
230	-1698.01	-1694.72	-3.28319	3.88899	1.08561	1.2737	0.927661	2.28462	2.28462	1.81757	0.37127	1.2737	1.2737	0.670367	2.28462	2.28462	0.0462542	1.08561	1.50732	1.2737	2.28462	0.927661	0.670367	0.79108	0.79108	2.28462	1.50732	0.28562	2.28462	1.2737	2.28462	2.28462	1.81757	1.81757	2.28462	0.927661	2.28462	1.50732	0.0462542	1.81757	1.50732	0.927661	0.670367	3.27879	1.81757	1.81757	0.46279	2.28462	2.28462	2.28462	1.81757	0.79108	1.81757	1.81757	1.2737	1.50732	3.27879	2.28462	3.27879	1.81757	1.08561	2.28462	1.50732	1.2737	2.28462	2.28462	1.2737	2.28462	1.08561	2.28462	1.50732	0.927661	3.27879	0.204332	1.50732	1.50732	1.50732	0.927661	0.382146	0.382146	0.516699	0.214595	0.382146	1	1	1.3521	0.561552	0.448158	0.771281	1.0844	1.69616	1.14719	0.0462542	0.125664	0.204332	0.28562	0.37127	0.46279	0.56182	0.670367	0.79108	0.927661	1.08561	1.2737	1.50732	1.81757	2.28462	3.27879
240	-1701.47	-1694.31	-7.15881	3.88899	0.740064	3.02047	0.0549312	3.02047	3.02047	1.42958	0.0100543	1.02785	1.02785	0.249973	3.02047	2.02443	0.0100543	1.02785	1.42958	0.740064	2.02443	0.527616	0.368763	0.368763	0.527616	5.40787	1.02785	0.0549312	2.02443	1.02785	3.02047	2.02443	1.02785	2.02443	2.02443	0.740064	1.42958	2.02443	0.0265141	1.02785	3.02047	1.02785	1.02785	2.02443	0.740064	1.02785	0.0549312	5.40787	3.02047	5.40787	2.02443	0.368763	2.02443	2.02443	1.02785	2.02443	2.02443	1.42958	3.02047	3.02047	1.02785	3.02047	0.740064	1.42958	5.40787	1.42958	1.42958	2.02443	0.527616	2.02443	5.40787	0.368763	3.02047	0.162158	1.42958	1.42958	5.40787	0.740064	0.417667	0.417667	0.0738408	1.60405	0.417667	1	1	0.176793	3.84051	0.448158	0.771281	1.0844	1.69616	0.348519	9.90127e-05	0.00231705	0.0100543	0.0265141	0.0549312	0.0988007	0.162158	0.249973	0.368763	0.527616	0.740064	1.02785	1.42958	2.02443	3.02047	5.40787
250	-1693.21	-1690.49	-2.71866	3.88899	0.252349	3.1718	2.558e-10	0.252349	0.892854	7.53223	2.558e-10	0.252349	0.481774	0.00941922	3.1718	0.252349	1.42925e-05	0.481774	0.481774	0.125841	3.1718	0.125841	0.125841	0.481774	0.481774	3.1718	0.125841	0.00302632	1.64736	0.252349	3.1718	1.64736	0.481774	1.64736	1.64736	0.252349	1.64736	7.53223	0.0586171	0.481774	7.53223	1.64736	0.0586171	0.481774	1.64736	0.481774	0.000774266	7.53223	7.53223	7.53223	1.64736	0.0586171	7.53223	7.53223	0.481774	3.1718	0.892854	1.64736	7.53223	3.1718	1.64736	7.53223	7.53223	3.1718	7.53223	7.53223	0.892854	0.0249443	0.481774	3.1718	3.1718	0.481774	7.53223	0.00302632	0.481774	1.64736	7.53223	0.125841	0.355739	0.355739	0.439626	0.519576	0.355739	1	1	1.23581	1.46055	0.448158	0.771281	1.0844	1.69616	0.147238	2.558e-10	4.45015e-07	1.42925e-05	0.000140468	0.000774266	0.00302632	0.00941922	0.0249443	0.0586171	0.125841	0.252349	0.481774	0.892854	1.64736	3.1718	7.53223
260	-1699.01	-1694.65	-4.35637	3.88899	1.26808	0.899081	0.0969387	0.755609	1.06667	1.85853	0.244608	0.899081	1.52046	0.518843	2.37204	1.06667	0.167939	1.85853	1.85853	1.06667	1.85853	0.899081	1.26808	1.85853	1.52046	2.37204	1.26808	0.0969387	2.37204	1.26808	1.85853	1.85853	1.26808	1.85853	1.85853	1.06667	1.85853	2.37204	0.630202	1.52046	3.4771	2.37204	0.630202	2.37204	1.26808	1.06667	0.32782	3.4771	3.4771	3.4771	1.85853	0.518843	3.4771	3.4771	1.26808	1.85853	2.37204	2.37204	1.85853	2.37204	1.52046	3.4771	2.37204	1.26808	2.37204	2.37204	1.85853	0.518843	1.52046	3.4771	1.52046	1.85853	2.37204	0.755609	1.06667	1.06667	2.37204	0.899081	0.386809	0.386809	0.844847	0.176195	0.386809	1	1	2.18414	0.455508	0.448158	0.771281	1.0844	1.69616	0.992005	0.0310043	0.0969387	0.167939	0.244608	0.32782	0.418726	0.518843	0.630202	0.755609	0.899081	1.06667	1.26808	1.52046	1.85853	2.37204	3.4771
270	-1686.36	-1684.19	-2.16354	3.88899	1.25846	2.45686	0.0200485	0.7181	3.67801	1.89557	0.0200485	1.25846	3.67801	0.588922	1.0442	0.7181	0.375629	1.89557	1.25846	1.0442	1.5294	1.25846	1.5294	1.5294	1.89557	1.89557	1.5294	0.135754	3.67801	1.25846	1.5294	2.45686	0.7181	2.45686	3.67801	0.867651	0.7181	2.45686	0.7181	3.67801	1.25846	1.5294	1.0442	1.5294	2.45686	1.89557	0.375629	1.89557	2.45686	2.45686	1.89557	1.5294	2.45686	2.45686	1.5294	2.45686	1.89557	3.67801	0.867651	2.45686	2.45686	3.67801	3.67801	1.5294	1.89557	1.25846	2.45686	0.475759	3.67801	2.45686	1.89557	1.5294	1.89557	0.375629	1.89557	1.25846	3.67801	1.25846	0.356559	0.356559	0.278621	0.146527	0.356559	1	1	0.781416	0.410947	0.448158	0.771281	1.0844	1.69616	0.865435	0.0200485	0.0731142	0.135754	0.206784	0.286448	0.375629	0.475759	0.588922	0.7181	0.867651	1.0442	1.25846	1.5294	1.89557	2.45686	3.67801
280	-1691.87	-1688.75	-3.12148	3.88899	1.7522	1.27484	0.436784	1.1066	1.7522	1.4813	0.263924	1.27484	2.99839	0.725662	1.27484	0.62283	0.62283	1.4813	1.1066	1.1066	1.27484	1.27484	1.27484	2.15482	1.7522	1.7522	2.15482	0.436784	2.15482	1.4813	1.7522	2.15482	0.62283	2.99839	2.15482	0.96353	0.838136	2.99839	0.96353	2.15482	1.4813	1.7522	1.4813	1.27484	1.7522	2.15482	0.527202	1.7522	2.15482	2.99839	1.4813	0.96353	2.15482	1.7522	1.4813	2.15482	1.4813	2.99839	0.725662	2.15482	2.99839	1.27484	2.15482	2.15482	2.15482	1.1066	2.15482	1.1066	1.7522	1.7522	2.15482	1.27484	1.7522	0.176137	1.7522	2.15482	1.4813	1.1066	0.252591	0.252591	0.390422	0.317892	0.252591	1	1	1.54567	1.25853	0.448158	0.771281	1.0844	1.69616	1.44072	0.0776213	0.176137	0.263924	0.349724	0.436784	0.527202	0.62283	0.725662	0.838136	0.96353	1.1066	1.27484	1.4813	1.7522	2.15482	2.99839
290	-1681.68	-1677.97	-3.71561	3.88899	1.93934	1.24521	0.0621953	0.521717	3.18013	3.18013	0.00105233	1.24521	1.24521	0.328877	0.809232	0.0303588	0.521717	3.18013	0.328877	0.809232	0.521717	0.809232	0.809232	3.18013	1.93934	1.93934	1.93934	0.115531	3.18013	1.24521	3.18013	3.18013	0.0621953	3.18013	3.18013	0.328877	0.521717	1.93934	0.19998	3.18013	0.809232	1.93934	0.809232	1.93934	3.18013	6.35272	0.0621953	1.93934	3.18013	6.35272	1.24521	0.809232	1.93934	1.93934	1.93934	6.35272	1.24521	3.18013	0.521717	3.18013	6.35272	0.521717	3.18013	6.35272	3.18013	0.809232	3.18013	0.521717	1.24521	3.18013	1.93934	0.521717	0.521717	1.11302e-06	0.809232	1.93934	0.809232	0.19998	0.386059	0.386059	0.53053	0.685661	0.386059	1	1	1.37422	1.77605	0.448158	0.771281	1.0844	1.69616	0.234904	1.11302e-06	0.000119577	0.00105233	0.00441067	0.0128777	0.0303588	0.0621953	0.115531	0.19998	0.328877	0.521717	0.809232	1.24521	1.93934	3.18013	6.35272
300	-1698.57	-1696.3	-2.26694	3.88899	1.64859	1.12352	0.895433	0.618025	1.64859	2.61543	0.361211	1.64859	1.43131	1.12352	1.26295	0.79715	1.12352	1.96582	1.00296	1.43131	1.12352	1.12352	1.43131	1.96582	1.64859	1.96582	1.64859	0.705399	2.61543	1.64859	1.96582	2.61543	0.705399	1.96582	1.96582	1.00296	1.26295	1.96582	1.12352	1.96582	1.43131	1.96582	1.00296	1.96582	1.64859	2.61543	0.705399	1.64859	1.96582	1.43131	1.43131	1.43131	1.96582	1.96582	1.64859	1.96582	1.64859	1.96582	1.12352	2.61543	2.61543	1.26295	2.61543	1.96582	1.96582	1.43131	1.96582	1.43131	1.96582	1.96582	1.64859	1.00296	2.61543	0.361211	1.96582	1.64859	1.43131	1.26295	0.198654	0.198654	0.241472	0.0695551	0.198654	1	1	1.21554	0.350133	0.448158	0.771281	1.0844	1.69616	2.08296	0.145052	0.265961	0.361211	0.448438	0.533077	0.618025	0.705399	0.79715	0.895433	1.00296	1.12352	1.26295	1.43131	1.64859	1.96582	2.61543
310	-1708.74	-1706.39	-2.35584	3.88899	0.79786	1.07961	0.0762857	0.297096	2.02756	2.95392	0.0168366	0.585365	0.585365	2.95392	1.07961	0.0762857	0.297096	2.95392	0.297096	1.46559	0.79786	1.46559	1.07961	2.95392	5.13852	1.46559	0.79786	0.297096	5.13852	2.95392	2.95392	2.95392	0.297096	2.95392	2.95392	1.46559	2.02756	2.02756	1.46559	1.46559	1.46559	2.95392	0.79786	1.07961	0.42249	1.07961	0.79786	2.02756	2.95392	1.46559	2.02756	0.79786	1.46559	2.02756	1.46559	1.46559	1.46559	2.02756	1.07961	2.02756	2.02756	5.13852	2.95392	5.13852	2.95392	2.95392	2.02756	2.95392	1.07961	2.02756	1.07961	0.42249	2.02756	0.201133	1.46559	2.02756	2.95392	1.46559	0.298781	0.298781	0.334208	0.457799	0.298781	1	1	1.11857	1.53222	0.448158	0.771281	1.0844	1.69616	0.393369	0.000280121	0.00457913	0.0168366	0.0398609	0.0762857	0.128934	0.201133	0.297096	0.42249	0.585365	0.79786	1.07961	1.46559	2.02756	2.95392	5.13852
320	-1696.25	-1694.11	-2.14016	3.88899	1.93312	1.01403	0.426427	0.426427	2.55105	2.55105	0.241757	0.672664	0.672664	1.24238	1.24238	0.0512419	1.24238	1.53433	0.327621	2.55105	0.672664	1.93312	3.91248	2.55105	2.55105	2.55105	0.828107	0.241757	1.93312	1.53433	2.55105	2.55105	0.540366	1.93312	1.93312	2.55105	2.55105	1.53433	0.426427	1.53433	0.672664	3.91248	1.24238	2.55105	1.01403	1.24238	1.24238	1.24238	1.53433	3.91248	1.53433	1.24238	2.55105	2.55105	1.53433	1.01403	2.55105	3.91248	2.55105	2.55105	3.91248	1.01403	2.55105	3.91248	2.55105	1.53433	2.55105	1.53433	1.53433	3.91248	1.93312	1.01403	2.55105	0.672664	1.93312	2.55105	1.53433	1.93312	0.304411	0.304411	0.408544	0.107263	0.304411	1	1	1.34208	0.352363	0.448158	0.771281	1.0844	1.69616	0.746444	0.0115639	0.0512419	0.103869	0.167416	0.241757	0.327621	0.426427	0.540366	0.672664	0.828107	1.01403	1.24238	1.53433	1.93312	2.55105	3.91248
330	-1695.84	-1691.06	-4.78693	3.88899	1.27281	1.27281	1.08175	0.661657	2.30402	2.30402	0.276352	0.661657	0.783476	1.27281	1.08175	0.195981	1.27281	1.82689	0.661657	2.30402	0.661657	1.82689	2.30402	2.30402	2.30402	3.32211	0.661657	0.361567	1.51056	1.51056	2.30402	3.32211	0.783476	1.82689	2.30402	2.30402	1.82689	2.30402	0.453048	2.30402	0.921636	2.30402	1.08175	3.32211	1.51056	2.30402	1.27281	1.51056	1.27281	3.32211	1.82689	1.27281	2.30402	3.32211	1.82689	1.27281	2.30402	1.82689	3.32211	2.30402	2.30402	1.27281	2.30402	2.30402	3.32211	2.30402	2.30402	1.82689	1.08175	2.30402	2.30402	1.08175	2.30402	0.921636	1.82689	2.30402	1.82689	1.82689	0.246127	0.246127	0.649169	0.388122	0.246127	1	1	2.63753	1.57691	0.448158	0.771281	1.0844	1.69616	1.11023	0.0424893	0.11892	0.195981	0.276352	0.361567	0.453048	0.552408	0.661657	0.783476	0.921636	1.08175	1.27281	1.51056	1.82689	2.30402	3.32211
340	-1699.38	-1694.75	-4.62871	3.88899	1.53893	1.78093	0.857018	0.778711	1.53893	1.78093	0.626972	0.702644	0.857018	1.12602	1.12602	0.466722	1.37028	1.78093	0.778711	1.78093	0.939419	1.37028	1.78093	1.78093	1.78093	1.78093	0.857018	0.466722	1.37028	1.37028	1.78093	1.53893	0.939419	1.37028	1.78093	1.78093	2.26528	1.53893	0.702644	1.53893	1.02811	1.12602	0.939419	1.37028	1.53893	1.53893	1.23758	2.26528	1.78093	2.26528	1.53893	1.23758	1.53893	1.78093	1.37028	1.23758	2.26528	1.53893	1.78093	1.53893	1.78093	1.12602	1.78093	1.78093	1.78093	1.53893	2.26528	1.23758	1.23758	1.78093	1.78093	1.23758	1.53893	1.37028	1.37028	1.37028	1.37028	1.23758	0.354404	0.354404	0.23598	0.335196	0.354404	1	1	0.665852	0.945804	0.448158	0.771281	1.0844	1.69616	3.1871	0.239235	0.371697	0.466722	0.549468	0.626972	0.702644	0.778711	0.857018	0.939419	1.02811	1.12602	1.23758	1.37028	1.53893	1.78093	2.26528
350	-1704.82	-1702.41	-2.41361	3.88899	2.02758	2.95529	0.421435	0.128303	2.02758	1.07866	0.00452176	0.200336	0.296153	1.46496	0.796768	0.000274771	0.584252	5.14374	0.200336	2.95529	1.46496	1.46496	2.95529	5.14374	2.95529	2.95529	0.421435	0.0166769	1.46496	0.796768	2.95529	2.02758	0.584252	2.02758	2.95529	2.95529	2.02758	2.02758	0.00452176	2.02758	0.796768	0.584252	0.421435	2.95529	1.46496	1.07866	0.584252	5.14374	2.95529	2.95529	2.95529	1.46496	5.14374	2.95529	1.46496	1.46496	2.95529	1.46496	5.14374	2.95529	2.95529	1.07866	2.95529	5.14374	2.95529	2.95529	5.14374	0.584252	0.200336	2.02758	2.02758	0.584252	2.95529	2.02758	2.02758	2.95529	0.796768	0.584252	0.267365	0.267365	0.542736	0.198955	0.267365	1	1	2.02994	0.744133	0.448158	0.771281	1.0844	1.69616	0.392428	0.000274771	0.00452176	0.0166769	0.0395618	0.0758246	0.128303	0.200336	0.296153	0.421435	0.584252	0.796768	1.07866	1.46496	2.02758	2.95529	5.14374
360	-1695.96	-1692.42	-3.53749	3.88899	1.25449	1.89296	0.914152	0.651912	1.60629	0.914152	0.305577	0.651912	0.821917	1.89296	1.4086	0.178677	1.01439	2.47478	0.651912	1.60629	1.01439	1.4086	1.89296	2.47478	2.47478	1.60629	1.12608	0.305577	1.60629	1.12608	2.47478	1.60629	1.4086	1.60629	1.60629	1.60629	1.60629	2.47478	0.735184	1.4086	0.651912	0.914152	1.01439	1.89296	1.4086	0.914152	0.914152	1.89296	1.25449	1.60629	1.60629	1.60629	1.60629	1.60629	1.60629	1.89296	1.60629	1.89296	1.4086	1.89296	1.4086	1.01439	2.47478	1.89296	2.47478	1.89296	1.89296	1.01439	0.914152	2.47478	1.60629	0.570182	1.4086	0.914152	1.4086	1.89296	0.735184	1.25449	0.293091	0.293091	0.362245	0.13858	0.293091	1	1	1.23595	0.472823	0.448158	0.771281	1.0844	1.69616	2.44	0.178677	0.305577	0.401663	0.487813	0.570182	0.651912	0.735184	0.821917	0.914152	1.01439	1.12608	1.25449	1.4086	1.60629	1.89296	2.47478
370	-1697.52	-1691.51	-6.01179	3.88899	1.24222	1.93342	0.327221	0.327221	1.24222	0.827756	0.0510794	0.539949	0.539949	2.55183	1.93342	0.0510794	0.672268	2.55183	0.327221	1.93342	0.672268	1.93342	2.55183	1.24222	3.91449	1.93342	0.827756	0.327221	2.55183	1.01376	3.91449	1.93342	1.93342	1.93342	1.93342	1.93342	1.93342	2.55183	0.539949	1.93342	1.93342	0.539949	1.01376	2.55183	1.93342	0.827756	0.672268	2.55183	1.24222	1.93342	1.93342	2.55183	1.93342	1.93342	1.53435	2.55183	0.827756	2.55183	2.55183	2.55183	1.24222	1.01376	2.55183	3.91449	2.55183	1.53435	2.55183	0.827756	0.827756	2.55183	3.91449	0.42601	1.53435	1.53435	1.93342	3.91449	0.327221	1.53435	0.397481	0.397481	0.916769	0.793786	0.397481	1	1	2.30644	1.99704	0.448158	0.771281	1.0844	1.69616	0.745532	0.0115071	0.0510794	0.103621	0.167101	0.241392	0.327221	0.42601	0.539949	0.672268	0.827756	1.01376	1.24222	1.53435	1.93342	2.55183	3.91449
380	-1693.86	-1690.49	-3.3739	3.88899	1.53031	1.25679	0.280832	0.201749	1.04077	1.25679	0.280832	0.583063	0.863026	2.46853	3.70637	0.201749	0.583063	2.46853	0.46973	2.46853	0.863026	3.70637	3.70637	1.04077	2.46853	1.53031	1.25679	0.0701454	1.90044	1.53031	2.46853	1.90044	1.90044	2.46853	2.46853	2.46853	2.46853	1.90044	1.04077	1.90044	2.46853	0.712692	0.863026	1.53031	2.46853	0.863026	0.46973	1.90044	1.25679	2.46853	1.90044	2.46853	1.53031	2.46853	1.53031	2.46853	0.863026	2.46853	2.46853	2.46853	1.90044	1.04077	1.90044	2.46853	2.46853	1.90044	2.46853	0.863026	0.583063	2.46853	3.70637	0.280832	1.90044	1.90044	1.53031	1.25679	0.280832	1.53031	0.474812	0.474812	0.21334	0.405415	0.474812	1	1	0.449314	0.853842	0.448158	0.771281	1.0844	1.69616	0.849571	0.018803	0.0701454	0.131579	0.201749	0.280832	0.369684	0.46973	0.583063	0.712692	0.863026	1.04077	1.25679	1.53031	1.90044	2.46853	3.70637
390	-1692.82	-1686.35	-6.47725	3.88899	1.52246	1.18375	0.0192872	0.0937812	1.52246	0.723248	0.0192872	0.425329	0.926345	1.52246	4.47241	0.224969	0.723248	2.75434	0.425329	4.47241	0.723248	4.47241	4.47241	1.18375	4.47241	1.52246	1.52246	0.0937812	1.9978	0.926345	4.47241	1.9978	1.18375	2.75434	2.75434	2.75434	2.75434	2.75434	2.75434	1.9978	4.47241	0.224969	0.315226	1.52246	4.47241	0.559331	0.315226	2.75434	0.926345	4.47241	0.926345	2.75434	1.9978	4.47241	1.52246	4.47241	0.723248	1.52246	1.9978	2.75434	1.52246	1.18375	1.52246	1.9978	1.52246	1.18375	2.75434	0.425329	0.559331	2.75434	2.75434	0.15178	1.9978	1.9978	1.52246	1.18375	1.9978	0.926345	0.428992	0.428992	1.22319	0.700646	0.428992	1	1	2.85131	1.63324	0.448158	0.771281	1.0844	1.69616	0.544725	0.00255161	0.0192872	0.049795	0.0937812	0.15178	0.224969	0.315226	0.425329	0.559331	0.723248	0.926345	1.18375	1.52246	1.9978	2.75434	4.47241
400	-1682.59	-1680.12	-2.47497	3.88899	0.73707	1.42757	0.0259454	0.0259454	1.42757	1.42757	0.00978259	0.524687	1.0251	5.42149	3.02361	0.0259454	0.73707	3.02361	0.247681	1.42757	0.247681	3.02361	5.42149	1.0251	2.02403	1.42757	1.42757	0.0259454	2.02403	0.73707	3.02361	2.02403	0.73707	3.02361	3.02361	1.42757	2.02403	3.02361	5.42149	3.02361	1.42757	0.160307	0.0974099	1.0251	5.42149	0.73707	0.524687	3.02361	1.0251	3.02361	1.0251	3.02361	2.02403	2.02403	1.42757	0.73707	0.160307	3.02361	5.42149	1.42757	2.02403	0.160307	1.42757	3.02361	2.02403	3.02361	3.02361	0.247681	0.0539794	5.42149	1.42757	0.0259454	3.02361	1.42757	0.73707	1.42757	1.42757	0.524687	0.426847	0.426847	0.342672	0.341379	0.426847	1	1	0.802799	0.799769	0.448158	0.771281	1.0844	1.69616	0.346436	9.37067e-05	0.00223479	0.00978259	0.0259454	0.0539794	0.0974099	0.160307	0.247681	0.366093	0.524687	0.73707	1.0251	1.42757	2.02403	3.02361	5.42149
410	-1683.5	-1679.23	-4.26903	3.88899	1.25295	1.91058	0.0640818	0.122915	1.91058	1.53198	0.268968	0.700995	1.91058	3.76726	3.76726	0.0640818	1.25295	2.49333	0.852945	1.25295	0.570465	2.49333	2.49333	1.53198	1.53198	1.53198	1.03321	0.122915	1.53198	1.03321	1.91058	1.91058	1.25295	1.91058	2.49333	1.53198	1.91058	2.49333	0.852945	1.91058	1.53198	0.357045	0.852945	1.25295	1.25295	1.25295	1.03321	1.91058	1.53198	2.49333	1.25295	2.49333	1.91058	1.91058	2.49333	1.53198	0.268968	1.53198	1.91058	1.03321	3.76726	0.570465	1.91058	2.49333	1.91058	1.91058	1.25295	0.570465	0.357045	1.53198	2.49333	1.25295	1.25295	1.25295	1.03321	2.49333	1.91058	0.852945	0.495168	0.495168	0.590504	0.533169	0.495168	1	1	1.19253	1.07674	0.448158	0.771281	1.0844	1.69616	0.816966	0.0163477	0.0640818	0.122915	0.191192	0.268968	0.357045	0.456838	0.570465	0.700995	0.852945	1.03321	1.25295	1.53198	1.91058	2.49333	3.76726
420	-1689.33	-1687.09	-2.24603	3.88899	1.00461	2.57715	0.157046	0.0957776	1.53466	1.00461	0.229654	0.816213	1.53466	1.23681	3.97989	0.0957776	1.53466	1.94278	0.659324	1.94278	0.526388	2.57715	2.57715	1.94278	1.53466	1.94278	0.659324	0.0957776	1.53466	1.00461	1.53466	2.57715	1.53466	1.53466	2.57715	1.53466	2.57715	2.57715	0.816213	1.53466	1.53466	0.0460075	0.816213	0.816213	0.314324	1.94278	1.00461	1.94278	2.57715	3.97989	1.23681	2.57715	1.94278	1.94278	3.97989	1.53466	0.229654	1.94278	1.94278	1.23681	3.97989	0.314324	1.53466	2.57715	3.97989	1.53466	1.53466	0.659324	0.412491	1.94278	1.94278	0.816213	1.94278	1.23681	0.659324	1.53466	1.94278	1.00461	0.362721	0.362721	0.268733	0.327735	0.362721	1	1	0.740881	0.903546	0.448158	0.771281	1.0844	1.69616	0.716777	0.00978682	0.0460075	0.0957776	0.157046	0.229654	0.314324	0.412491	0.526388	0.659324	0.816213	1.00461	1.23681	1.53466	1.94278	2.57715	3.97989
