Iteration	Posterior	Likelihood	Prior	alpha_morph_gr	br_morph_clock_mult[1]	br_morph_clock_mult[2]	br_morph_clock_mult[3]	br_morph_clock_mult[4]	br_morph_clock_mult[5]	br_morph_clock_mult[6]	br_morph_clock_mult[7]	br_morph_clock_mult[8]	br_morph_clock_mult[9]	br_morph_clock_mult[10]	br_morph_clock_mult[11]	br_morph_clock_mult[12]	br_morph_clock_mult[13]	br_morph_clock_mult[14]	br_morph_clock_mult[15]	br_morph_clock_mult[16]	br_morph_clock_mult[17]	br_morph_clock_mult[18]	br_morph_clock_mult[19]	br_morph_clock_mult[20]	br_morph_clock_mult[21]	br_morph_clock_mult[22]	br_morph_clock_mult[23]	br_morph_clock_mult[24]	br_morph_clock_mult[25]	br_morph_clock_mult[26]	br_morph_clock_mult[27]	br_morph_clock_mult[28]	br_morph_clock_mult[29]	br_morph_clock_mult[30]	br_morph_clock_mult[31]	br_morph_clock_mult[32]	br_morph_clock_mult[33]	br_morph_clock_mult[34]	br_morph_clock_mult[35]	br_morph_clock_mult[36]	br_morph_clock_mult[37]	br_morph_clock_mult[38]	br_morph_clock_mult[39]	br_morph_clock_mult[40]	br_morph_clock_mult[41]	br_morph_clock_mult[42]	br_morph_clock_mult[43]	br_morph_clock_mult[44]	br_morph_clock_mult[45]	br_morph_clock_mult[46]	br_morph_clock_mult[47]	br_morph_clock_mult[48]	br_morph_clock_mult[49]	br_morph_clock_mult[50]	br_morph_clock_mult[51]	br_morph_clock_mult[52]	br_morph_clock_mult[53]	br_morph_clock_mult[54]	br_morph_clock_mult[55]	br_morph_clock_mult[56]	br_morph_clock_mult[57]	br_morph_clock_mult[58]	br_morph_clock_mult[59]	br_morph_clock_mult[60]	br_morph_clock_mult[61]	br_morph_clock_mult[62]	br_morph_clock_mult[63]	br_morph_clock_mult[64]	br_morph_clock_mult[65]	br_morph_clock_mult[66]	br_morph_clock_mult[67]	br_morph_clock_mult[68]	br_morph_clock_mult[69]	br_morph_clock_mult[70]	br_morph_clock_mult[71]	br_morph_clock_mult[72]	br_morph_clock_mult[73]	br_morph_clock_mult[74]	clock_morph[1]	clock_morph[2]	clock_morph[3]	clock_morph[4]	clock_morph_base	clock_morph_mult[1]	clock_morph_mult[2]	clock_morph_mult[3]	clock_morph_mult[4]	gr_morph[1]	gr_morph[2]	gr_morph[3]	gr_morph[4]	igr_alpha_morph	rate_categories_morph[1]	rate_categories_morph[2]	rate_categories_morph[3]	rate_categories_morph[4]	rate_categories_morph[5]	rate_categories_morph[6]	rate_categories_morph[7]	rate_categories_morph[8]	rate_categories_morph[9]	rate_categories_morph[10]	rate_categories_morph[11]	rate_categories_morph[12]	rate_categories_morph[13]	rate_categories_morph[14]	rate_categories_morph[15]	rate_categories_morph[16]
7330	-1693.46	-1690.3	-3.16197	3.88899	0.619813	1.06129	1.52314	0.407676	0.0904374	1.86831	1.06129	0.407676	1.26602	1.52314	0.159366	2.39383	0.159366	1.52314	0.159366	0.407676	1.86831	3.52789	0.891363	1.26602	1.86831	2.39383	2.39383	0.317103	2.39383	1.86831	2.39383	2.39383	0.891363	1.26602	2.39383	2.39383	1.86831	0.619813	0.317103	1.26602	1.52314	2.39383	0.407676	2.39383	1.52314	1.52314	1.52314	2.39383	3.52789	3.52789	1.06129	1.52314	3.52789	1.86831	1.52314	1.52314	0.234691	3.52789	1.52314	2.39383	2.39383	2.39383	1.06129	2.39383	1.52314	1.86831	3.52789	1.26602	1.26602	1.52314	1.86831	0.0904374	1.86831	2.39383	1.86831	1.86831	1.86831	1.52314	0.282764	0.282764	0.181284	0.590124	0.282764	1	1	0.641115	2.08698	0.448158	0.771281	1.0844	1.69616	0.957455	0.0278523	0.0904374	0.159366	0.234691	0.317103	0.407676	0.507899	0.619813	0.746267	0.891363	1.06129	1.26602	1.52314	1.86831	2.39383	3.52789
7340	-1710.94	-1709.18	-1.75742	3.88899	0.895547	1.86307	2.3821	1.06422	0.240012	2.3821	1.86307	0.75132	1.26717	0.895547	0.0295182	3.50049	0.0295182	1.26717	0.163954	0.625423	1.86307	3.50049	1.06422	1.52173	1.52173	2.3821	1.86307	0.322864	1.86307	1.86307	2.3821	1.86307	0.895547	0.75132	2.3821	1.86307	3.50049	1.26717	0.322864	2.3821	1.86307	1.86307	0.322864	1.52173	0.895547	1.86307	0.5138	1.86307	1.86307	2.3821	1.06422	2.3821	3.50049	1.86307	1.52173	1.26717	0.413626	2.3821	1.86307	1.52173	1.86307	2.3821	1.26717	2.3821	1.86307	3.50049	2.3821	1.06422	0.895547	2.3821	1.86307	0.322864	1.86307	2.3821	1.86307	1.52173	1.86307	1.52173	0.25886	0.25886	0.207592	0.296832	0.25886	1	1	0.801946	1.14669	0.448158	0.771281	1.0844	1.69616	0.975862	0.0295182	0.0939036	0.163954	0.240012	0.322864	0.413626	0.5138	0.625423	0.75132	0.895547	1.06422	1.26717	1.52173	1.86307	2.3821	3.50049
7350	-1697.19	-1695.16	-2.02278	3.88899	0.352047	1.95615	0.838468	0.838468	0.2183	6.23795	0.352047	0.2183	0.548934	0.838468	0.0056821	3.16747	2.08262e-06	1.95615	0.00144584	0.2183	1.27236	1.95615	0.548934	1.95615	1.95615	1.95615	1.95615	0.128986	3.16747	1.95615	6.23795	1.95615	0.548934	0.352047	3.16747	3.16747	3.16747	3.16747	0.0056821	3.16747	6.23795	1.95615	0.0056821	6.23795	0.0712852	3.16747	0.2183	1.95615	1.95615	3.16747	0.548934	6.23795	1.95615	6.23795	3.16747	0.838468	0.0158147	3.16747	3.16747	6.23795	3.16747	3.16747	0.838468	6.23795	1.27236	1.95615	3.16747	3.16747	1.95615	6.23795	3.16747	0.0158147	1.27236	1.95615	1.95615	0.838468	3.16747	1.95615	0.197143	0.197143	0.458772	0.062313	0.197143	1	1	2.3271	0.31608	0.448158	0.771281	1.0844	1.69616	0.245996	2.08262e-06	0.000181206	0.00144584	0.0056821	0.0158147	0.0358966	0.0712852	0.128986	0.2183	0.352047	0.548934	0.838468	1.27236	1.95615	3.16747	6.23795
7360	-1686.4	-1683.7	-2.7013	3.88899	1.08165	2.30453	1.51064	2.30453	0.66143	1.82713	0.552164	0.783278	1.51064	1.27278	0.361317	1.82713	0.195768	2.30453	0.195768	0.66143	1.51064	1.82713	0.921478	1.82713	1.08165	3.32323	2.30453	0.452797	2.30453	1.51064	3.32323	2.30453	1.08165	0.921478	3.32323	2.30453	1.82713	3.32323	0.0423952	2.30453	2.30453	1.08165	0.361317	2.30453	0.783278	1.51064	0.452797	2.30453	2.30453	3.32323	1.08165	1.82713	3.32323	3.32323	2.30453	2.30453	0.276114	3.32323	1.27278	3.32323	1.82713	2.30453	1.27278	1.82713	3.32323	1.51064	3.32323	1.82713	3.32323	2.30453	1.51064	1.08165	2.30453	1.51064	1.82713	1.82713	1.51064	2.30453	0.228579	0.228579	0.341901	0.32742	0.228579	1	1	1.49577	1.43242	0.448158	0.771281	1.0844	1.69616	1.1093	0.0423952	0.118749	0.195768	0.276114	0.361317	0.452797	0.552164	0.66143	0.783278	0.921478	1.08165	1.27278	1.51064	1.82713	2.30453	3.32323
7370	-1684.43	-1680.72	-3.71629	3.88899	0.897971	0.897971	0.897971	4.63062	0.130773	1.51313	0.691487	0.691487	1.16226	2.00959	0.393693	4.63062	0.130773	2.80605	0.0393598	0.286069	1.16226	4.63062	0.691487	2.00959	0.526687	2.00959	2.80605	0.0393598	2.80605	1.51313	2.00959	4.63062	1.51313	1.51313	4.63062	2.80605	4.63062	4.63062	0.0015764	4.63062	2.80605	0.286069	0.0393598	1.51313	0.526687	0.897971	0.199444	2.00959	1.51313	4.63062	1.16226	2.00959	4.63062	2.80605	2.80605	2.80605	0.0393598	2.00959	1.16226	2.80605	2.80605	2.00959	1.51313	2.80605	4.63062	1.51313	4.63062	2.80605	4.63062	2.80605	2.00959	2.80605	2.00959	2.80605	1.16226	1.51313	2.80605	2.00959	0.427849	0.427849	0.742934	0.330283	0.427849	1	1	1.73644	0.77196	0.448158	0.771281	1.0844	1.69616	0.502163	0.0015764	0.0141128	0.0393598	0.0779118	0.130773	0.199444	0.286069	0.393693	0.526687	0.691487	0.897971	1.16226	1.51313	2.00959	2.80605	4.63062
7380	-1688.53	-1682.1	-6.42483	3.88899	0.987261	0.871613	0.871613	1.69567	0.22379	1.1179	0.490337	0.871613	1.45512	2.04963	0.766752	2.78186	0.578243	1.69567	0.578243	0.871613	1.45512	2.04963	1.1179	1.45512	0.669723	1.69567	2.04963	0.111745	2.04963	2.04963	2.78186	2.78186	1.45512	1.69567	2.04963	2.04963	2.78186	2.78186	0.111745	1.27008	1.69567	0.766752	0.871613	1.45512	1.1179	1.45512	0.871613	1.69567	2.04963	2.78186	1.45512	1.69567	2.04963	1.45512	1.27008	2.04963	0.316645	2.04963	2.04963	1.69567	2.04963	1.69567	1.1179	2.04963	1.69567	1.69567	2.04963	1.69567	1.69567	2.04963	1.27008	1.27008	2.78186	2.78186	1.27008	1.27008	1.1179	1.27008	0.397811	0.397811	1.12787	0.331627	0.397811	1	1	2.83519	0.83363	0.448158	0.771281	1.0844	1.69616	1.75738	0.111745	0.22379	0.316645	0.403993	0.490337	0.578243	0.669723	0.766752	0.871613	0.987261	1.1179	1.27008	1.45512	1.69567	2.04963	2.78186
7390	-1695.07	-1692.37	-2.69942	3.88899	0.770292	1.97413	1.53167	4.22974	0.0301578	1.53167	0.0301578	0.609045	0.966902	4.22974	0.267204	2.67006	0.187801	1.53167	0.267204	0.770292	1.53167	2.67006	0.609045	1.21256	0.609045	1.53167	4.22974	0.00509039	2.67006	2.67006	2.67006	2.67006	2.67006	2.67006	1.97413	2.67006	2.67006	1.53167	0.069704	0.966902	1.53167	0.362043	0.966902	4.22974	0.966902	0.966902	0.122248	4.22974	2.67006	2.67006	1.53167	1.97413	1.97413	1.97413	1.21256	4.22974	0.069704	2.67006	4.22974	2.67006	1.97413	2.67006	0.474775	2.67006	1.97413	1.53167	2.67006	1.53167	4.22974	2.67006	1.53167	2.67006	1.97413	4.22974	1.21256	2.67006	4.22974	1.21256	0.244679	0.244679	0.556256	0.128533	0.244679	1	1	2.27341	0.525312	0.448158	0.771281	1.0844	1.69616	0.620856	0.00509039	0.0301578	0.069704	0.122248	0.187801	0.267204	0.362043	0.474775	0.609045	0.770292	0.966902	1.21256	1.53167	1.97413	2.67006	4.22974
7400	-1688.78	-1688.16	-0.62019	3.88899	0.00597099	3.00715	0.634762	8.20399	1.49529e-13	0.634762	2.98612e-07	0.289433	0.289433	1.36129	0.000364465	3.00715	0.00164312	0.634762	0.000364465	0.289433	3.00715	0.289433	0.0505073	0.125424	0.0184739	0.634762	3.00715	6.19837e-06	3.00715	0.634762	3.00715	3.00715	3.00715	0.634762	0.634762	3.00715	1.36129	0.634762	0.000364465	0.125424	0.289433	0.0184739	0.00597099	3.00715	0.0505073	1.36129	6.19837e-06	1.36129	3.00715	3.00715	0.289433	1.36129	0.634762	1.36129	0.0505073	3.00715	2.98816e-09	3.00715	3.00715	3.00715	1.36129	3.00715	0.00597099	3.00715	1.36129	1.36129	8.20399	0.289433	8.20399	1.36129	0.289433	0.634762	8.20399	8.20399	1.36129	3.00715	0.634762	3.00715	0.231921	0.231921	0.285285	0.0890663	0.231921	1	1	1.23009	0.384037	0.448158	0.771281	1.0844	1.69616	0.110941	1.49529e-13	2.98816e-09	2.98612e-07	6.19837e-06	5.97156e-05	0.000364465	0.00164312	0.00597099	0.0184739	0.0505073	0.125424	0.289433	0.634762	1.36129	3.00715	8.20399
7410	-1696.54	-1693.88	-2.65754	3.88899	0.141764	3.15442	0.573283	1.96965	0.00190072	1.29561	3.57615e-06	0.86413	0.86413	1.96965	0.0414522	3.15442	0.141764	1.29561	0.0801381	0.573283	6.135	0.573283	0.37316	0.235323	0.37316	0.86413	3.15442	0.0188689	1.96965	0.86413	3.15442	3.15442	3.15442	0.86413	3.15442	3.15442	1.29561	1.96965	0.0188689	0.37316	1.96965	0.86413	1.29561	1.96965	0.235323	1.29561	0.00190072	6.135	1.96965	3.15442	0.86413	1.96965	1.29561	1.29561	0.37316	1.96965	3.57615e-06	3.15442	3.15442	1.96965	3.15442	1.96965	0.37316	3.15442	6.135	0.86413	6.135	0.573283	3.15442	0.86413	0.573283	1.96965	0.573283	1.29561	1.29561	0.86413	0.573283	3.15442	0.263321	0.263321	0.502684	0.352269	0.263321	1	1	1.90902	1.33779	0.448158	0.771281	1.0844	1.69616	0.256471	3.57615e-06	0.00025928	0.00190072	0.00706544	0.0188689	0.0414522	0.0801381	0.141764	0.235323	0.37316	0.573283	0.86413	1.29561	1.96965	3.15442	6.135
7420	-1696.06	-1693.21	-2.85448	3.88899	0.193309	4.67025	0.890639	1.15655	0.278951	2.8186	0.0370317	2.8186	0.890639	2.01209	0.278951	4.67025	1.51038	2.01209	0.0370317	1.51038	2.8186	0.890639	0.890639	0.683415	0.683415	1.51038	1.51038	0.125817	1.51038	2.01209	2.8186	2.8186	2.8186	2.8186	1.51038	1.15655	0.683415	2.01209	0.385864	2.01209	1.51038	1.51038	2.8186	0.683415	0.890639	2.01209	0.0742548	4.67025	4.67025	2.8186	2.01209	2.01209	2.01209	1.15655	0.890639	0.890639	0.0742548	2.01209	2.8186	1.51038	2.01209	1.51038	0.518503	2.01209	4.67025	1.15655	2.8186	0.385864	2.01209	2.8186	0.278951	0.683415	0.890639	1.51038	0.683415	2.8186	1.15655	1.51038	0.417606	0.417606	0.271891	0.0587148	0.417606	1	1	0.65107	0.140599	0.448158	0.771281	1.0844	1.69616	0.492249	0.00139165	0.0130155	0.0370317	0.0742548	0.125817	0.193309	0.278951	0.385864	0.518503	0.683415	0.890639	1.15655	1.51038	2.01209	2.8186	4.67025
7430	-1707.18	-1695.64	-11.5463	3.88899	0.922891	1.3779	1.27005	1.04256	0.866329	1.82136	0.542581	1.18338	1.10906	1.3779	0.866329	1.52896	1.18338	1.3779	0.624372	1.27005	1.52896	1.10906	1.10906	1.04256	1.04256	1.52896	1.27005	0.69183	1.27005	1.27005	1.52896	1.52896	1.18338	1.3779	1.3779	1.18338	1.04256	1.82136	0.981136	1.52896	1.52896	1.52896	1.27005	1.3779	1.27005	1.82136	0.69183	1.52896	1.52896	1.52896	1.3779	1.3779	1.3779	1.18338	1.10906	1.10906	0.69183	1.3779	1.82136	1.52896	1.52896	1.3779	0.981136	1.3779	1.3779	1.18338	1.52896	0.922891	1.3779	1.82136	0.866329	1.52896	1.3779	1.27005	1.18338	1.18338	1.18338	1.3779	0.429525	0.429525	0.307946	1.16641	0.429525	1	1	0.716946	2.71559	0.448158	0.771281	1.0844	1.69616	6.84038	0.416875	0.542581	0.624372	0.69183	0.752585	0.810068	0.866329	0.922891	0.981136	1.04256	1.10906	1.18338	1.27005	1.3779	1.52896	1.82136
7440	-1696.72	-1693.07	-3.65755	3.88899	0.888702	0.743067	1.52398	0.504182	1.52398	1.52398	0.313497	0.888702	0.40394	2.4012	0.743067	1.52398	1.87158	1.87158	0.231372	1.26526	1.87158	1.52398	1.05942	1.05942	1.05942	1.87158	1.26526	0.313497	1.05942	0.888702	1.87158	2.4012	1.26526	1.52398	3.54516	2.4012	0.888702	3.54516	0.61627	2.4012	1.52398	2.4012	1.87158	1.26526	2.4012	1.87158	0.0883012	3.54516	2.4012	3.54516	1.52398	2.4012	2.4012	2.4012	1.52398	1.26526	0.156517	3.54516	1.87158	1.87158	2.4012	1.26526	0.61627	1.87158	1.26526	1.52398	2.4012	0.61627	2.4012	3.54516	0.743067	3.54516	1.87158	0.888702	1.05942	2.4012	1.26526	1.05942	0.406272	0.406272	0.591671	0.363231	0.406272	1	1	1.45634	0.894057	0.448158	0.771281	1.0844	1.69616	0.94612	0.0268424	0.0883012	0.156517	0.231372	0.313497	0.40394	0.504182	0.61627	0.743067	0.888702	1.05942	1.26526	1.52398	1.87158	2.4012	3.54516
7450	-1694.36	-1692.43	-1.92622	3.88899	1.27197	0.777427	0.445418	0.654768	0.916802	2.31919	0.269173	0.916802	0.354005	1.83409	0.777427	1.51297	1.51297	1.83409	0.354005	1.0786	3.35623	1.51297	1.0786	1.51297	1.27197	1.83409	1.51297	0.445418	1.0786	0.916802	1.83409	1.51297	1.27197	1.27197	3.35623	3.35623	0.654768	2.31919	0.916802	1.51297	1.51297	2.31919	2.31919	2.31919	2.31919	2.31919	0.189562	2.31919	2.31919	2.31919	1.27197	2.31919	3.35623	2.31919	2.31919	1.51297	0.189562	3.35623	1.51297	1.27197	2.31919	1.0786	0.654768	1.51297	1.83409	1.83409	2.31919	0.916802	2.31919	1.83409	0.777427	1.27197	2.31919	1.51297	1.51297	2.31919	1.83409	1.27197	0.27635	0.27635	0.1626	0.31807	0.27635	1	1	0.588383	1.15097	0.448158	0.771281	1.0844	1.69616	1.0824	0.0397023	0.113796	0.189562	0.269173	0.354005	0.445418	0.545001	0.654768	0.777427	0.916802	1.0786	1.27197	1.51297	1.83409	2.31919	3.35623
7460	-1695.42	-1688.05	-7.36741	3.88899	1.23153	0.791404	0.56846	0.644162	0.866987	1.51789	0.644162	1.23153	0.644162	1.51789	1.03137	1.23153	1.12506	1.35784	0.717733	1.03137	2.20307	1.35784	1.23153	1.35784	1.12506	2.20307	0.946277	0.644162	1.23153	0.866987	1.51789	1.23153	1.12506	1.23153	2.20307	2.20307	0.946277	1.51789	0.946277	0.946277	1.23153	1.23153	1.03137	1.12506	1.51789	1.23153	0.56846	1.74684	1.74684	1.74684	1.51789	1.35784	1.74684	1.74684	1.74684	1.35784	0.487166	2.20307	1.35784	1.12506	1.74684	1.23153	0.644162	1.51789	1.74684	1.35784	1.74684	0.866987	1.35784	1.74684	1.03137	1.51789	1.74684	1.23153	1.51789	1.03137	2.20307	1.35784	0.286243	0.286243	0.371126	0.785456	0.286243	1	1	1.29654	2.74402	0.448158	0.771281	1.0844	1.69616	3.48113	0.259856	0.393042	0.487166	0.56846	0.644162	0.717733	0.791404	0.866987	0.946277	1.03137	1.12506	1.23153	1.35784	1.51789	1.74684	2.20307
7470	-1705.3	-1703.19	-2.10738	3.88899	1.11018	0.635896	0.451418	0.847704	0.737237	1.47457	0.451418	1.47457	0.451418	1.27402	0.737237	1.27402	0.541286	1.27402	0.541286	0.970485	2.12603	1.27402	0.970485	1.73702	1.11018	1.73702	0.847704	0.364393	1.27402	0.847704	1.73702	1.47457	1.11018	1.27402	2.12603	2.93823	1.27402	0.847704	0.847704	1.11018	1.11018	1.73702	1.27402	2.12603	1.73702	2.12603	0.451418	1.73702	2.12603	2.12603	1.73702	1.47457	2.12603	1.73702	2.93823	1.11018	0.277981	2.93823	1.47457	0.970485	2.93823	1.27402	0.364393	2.12603	1.47457	1.11018	2.12603	0.847704	1.47457	1.73702	0.970485	1.73702	1.73702	1.47457	1.73702	1.27402	0.847704	1.27402	0.238854	0.238854	0.295853	0.0919047	0.238854	1	1	1.23864	0.384774	0.448158	0.771281	1.0844	1.69616	1.51909	0.0861463	0.188587	0.277981	0.364393	0.451418	0.541286	0.635896	0.737237	0.847704	0.970485	1.11018	1.27402	1.47457	1.73702	2.12603	2.93823
7480	-1704.84	-1698.57	-6.26877	3.88899	1.24544	1.24544	0.680961	0.929031	1.24544	1.82928	0.680961	1.38731	0.602515	1.24544	0.929031	1.24544	0.680961	1.24544	0.680961	0.929031	1.82928	1.24544	1.02275	1.56833	1.12663	1.56833	0.929031	0.52271	1.24544	0.929031	1.56833	1.38731	1.12663	1.24544	1.82928	2.35471	1.82928	1.24544	0.760267	0.929031	1.02275	1.38731	1.56833	1.56833	1.56833	2.35471	0.602515	1.56833	1.24544	1.82928	1.56833	1.38731	2.35471	1.56833	2.35471	1.12663	0.438237	2.35471	1.38731	0.929031	1.82928	1.24544	0.602515	1.82928	1.56833	1.24544	1.82928	0.929031	1.56833	2.35471	1.02275	1.56833	1.24544	1.56833	1.56833	1.82928	0.842311	0.760267	0.443759	0.443759	0.37685	0.772929	0.443759	1	1	0.849222	1.74177	0.448158	0.771281	1.0844	1.69616	2.82881	0.21176	0.3424	0.438237	0.52271	0.602515	0.680961	0.760267	0.842311	0.929031	1.02275	1.12663	1.24544	1.38731	1.56833	1.82928	2.35471
7490	-1707.44	-1703.33	-4.11058	3.88899	1.88962	1.26036	0.293244	0.724538	2.4428	3.64406	0.140869	2.4428	0.293244	1.26036	0.482995	0.293244	0.21291	1.26036	0.293244	0.873127	2.4428	1.26036	0.482995	1.26036	1.04822	1.26036	0.382791	0.0767912	1.26036	0.873127	1.88962	1.5282	1.5282	1.04822	2.4428	2.4428	1.26036	1.04822	1.04822	0.595927	1.04822	1.5282	2.4428	1.04822	1.88962	3.64406	0.382791	1.88962	2.4428	2.4428	1.5282	2.4428	2.4428	2.4428	3.64406	1.04822	0.21291	1.88962	1.88962	0.724538	3.64406	1.5282	0.293244	1.88962	2.4428	2.4428	2.4428	1.88962	0.873127	2.4428	1.04822	3.64406	1.5282	1.88962	2.4428	2.4428	0.595927	1.26036	0.296079	0.296079	0.625333	0.440102	0.296079	1	1	2.11204	1.48643	0.448158	0.771281	1.0844	1.69616	0.885023	0.0216296	0.0767912	0.140869	0.21291	0.293244	0.382791	0.482995	0.595927	0.724538	0.873127	1.04822	1.26036	1.5282	1.88962	2.4428	3.64406
7500	-1715.3	-1711.87	-3.42406	3.88899	1.94361	1.94361	0.544398	0.714602	1.63583	1.63583	0.373382	1.12452	0.544398	1.42458	0.901334	0.460375	0.460375	1.26059	0.544398	1.00666	1.94361	1.26059	0.714602	1.26059	1.12452	1.26059	0.628428	0.277752	1.26059	0.901334	1.94361	1.42458	1.63583	1.12452	1.94361	1.94361	1.63583	1.12452	0.901334	0.804864	1.63583	1.63583	1.42458	1.12452	1.94361	2.57217	0.714602	1.63583	1.63583	1.94361	1.42458	1.94361	1.94361	1.94361	2.57217	1.12452	0.460375	1.63583	1.63583	0.901334	2.57217	1.26059	0.460375	1.94361	2.57217	1.63583	1.94361	1.42458	1.26059	2.57217	1.63583	1.12452	1.94361	1.63583	1.63583	2.57217	0.154834	1.63583	0.245381	0.245381	0.281693	0.0273505	0.245381	1	1	1.14798	0.111461	0.448158	0.771281	1.0844	1.69616	2.18344	0.154834	0.277752	0.373382	0.460375	0.544398	0.628428	0.714602	0.804864	0.901334	1.00666	1.12452	1.26059	1.42458	1.63583	1.94361	2.57217
7510	-1711	-1709.16	-1.8385	3.88899	2.77559	2.77559	0.21444	0.412455	4.53645	2.00293	0.0453444	0.546128	0.143041	1.519	0.710485	0.0453444	0.143041	1.519	0.143041	0.710485	2.00293	1.1753	0.412455	1.1753	0.915035	2.00293	0.21444	0.0170313	2.00293	0.710485	2.77559	1.519	1.1753	0.710485	4.53645	4.53645	2.77559	0.546128	0.546128	0.546128	2.77559	4.53645	1.519	0.710485	2.00293	4.53645	0.546128	2.77559	2.00293	4.53645	2.77559	2.77559	2.77559	2.77559	2.77559	0.710485	0.143041	2.00293	2.77559	0.915035	4.53645	1.519	0.0170313	2.00293	4.53645	2.77559	2.77559	2.00293	2.00293	4.53645	4.53645	1.1753	2.77559	2.00293	1.519	2.77559	0.0453444	0.710485	0.308885	0.308885	0.188687	0.391088	0.308885	1	1	0.610866	1.26613	0.448158	0.771281	1.0844	1.69616	0.526895	0.00210611	0.0170313	0.0453444	0.0871092	0.143041	0.21444	0.303285	0.412455	0.546128	0.710485	0.915035	1.1753	1.519	2.00293	2.77559	4.53645
7520	-1722.35	-1721.09	-1.2552	3.88899	3.11933	3.11933	0.321208	0.702065	3.11933	1.4936	0.152877	0.596519	0.407969	0.81832	1.4936	0.152877	0.321208	1.78147	0.321208	1.0984	1.78147	1.4936	0.499153	1.4936	1.4936	3.11933	0.237034	0.152877	2.21169	1.27534	3.11933	1.4936	1.4936	1.0984	1.78147	2.21169	1.4936	0.702065	1.4936	1.27534	3.11933	3.11933	1.4936	1.0984	3.11933	3.11933	0.81832	1.78147	1.78147	2.21169	2.21169	1.78147	1.78147	3.11933	2.21169	1.4936	0.237034	1.78147	2.21169	1.0984	3.11933	3.11933	0.407969	2.21169	2.21169	2.21169	3.11933	2.21169	2.21169	2.21169	1.4936	1.0984	1.4936	2.21169	1.0984	2.21169	0.407969	0.702065	0.215782	0.215782	0.166028	0.160431	0.215782	1	1	0.769425	0.743488	0.448158	0.771281	1.0844	1.69616	1.30119	0.0624999	0.152877	0.237034	0.321208	0.407969	0.499153	0.596519	0.702065	0.81832	0.948742	1.0984	1.27534	1.4936	1.78147	2.21169	3.11933
7530	-1688.63	-1685.96	-2.67346	3.88899	1.24502	1.24502	1.71007e-16	1.32584e-06	0.0263837	1.24502	3.03983e-20	5.33923e-08	1.86481e-11	2.30229e-05	0.191333	3.03983e-20	1.71007e-16	1.24502	1.86481e-11	2.30229e-05	0.191333	0.0263837	1.71007e-16	0.0263837	0.0263837	1.24502	3.03983e-20	6.15774e-26	1.24502	0.000300365	8.98466	0.0263837	0.191333	0.000300365	1.24502	1.24502	0.00310187	1.86481e-11	0.191333	0.00310187	0.00310187	0.000300365	0.00310187	1.24502	8.98466	0.191333	0.000300365	0.191333	0.0263837	8.98466	1.24502	0.191333	0.00310187	1.24502	1.24502	0.00310187	6.15774e-26	0.00310187	1.24502	0.000300365	1.24502	8.98466	1.86481e-11	0.191333	1.24502	1.24502	1.24502	0.00310187	0.191333	0.191333	0.0263837	0.191333	0.0263837	1.24502	0.00310187	0.0263837	6.15774e-26	1.35688e-09	0.418264	0.418264	0.608203	0.244724	0.418264	1	1	1.45411	0.585095	0.448158	0.771281	1.0844	1.69616	0.0389658	3.50584e-38	6.15774e-26	3.03983e-20	1.71007e-16	1.08156e-13	1.86481e-11	1.35688e-09	5.33923e-08	1.32584e-06	2.30229e-05	0.000300365	0.00310187	0.0263837	0.191333	1.24502	8.98466
7540	-1698.53	-1696.4	-2.13091	3.88899	2.44442	1.52834	0.292457	0.723798	1.52834	2.44442	0.140273	0.59512	0.381963	0.8725	1.89032	0.140273	0.212199	2.44442	0.381963	0.8725	1.89032	1.52834	0.212199	1.52834	1.52834	2.44442	0.140273	0.0763606	2.44442	1.04776	3.64798	1.52834	1.89032	1.04776	2.44442	2.44442	1.26015	0.59512	1.89032	2.44442	1.26015	1.04776	0.59512	1.89032	2.44442	1.26015	1.04776	1.89032	1.52834	3.64798	2.44442	1.89032	1.26015	2.44442	2.44442	1.26015	0.0763606	1.26015	2.44442	1.04776	2.44442	3.64798	0.381963	1.89032	2.44442	2.44442	2.44442	1.26015	1.89032	1.89032	1.52834	1.89032	3.64798	1.89032	1.52834	1.52834	0.292457	0.48216	0.353195	0.353195	0.230958	0.256173	0.353195	1	1	0.653909	0.7253	0.448158	0.771281	1.0844	1.69616	0.882732	0.0214423	0.0763606	0.140273	0.212199	0.292457	0.381963	0.48216	0.59512	0.723798	0.8725	1.04776	1.26015	1.52834	1.89032	2.44442	3.64798
